"DNA polymorphism id" "Map Set(外部v5)" "Chr" "Start" "End" "LG" "MP"
"9_12664940" "corn_B73_v5" 2 199362650 199362650 2 115.6
"9_12647296" "corn_B73_v5" 2 199461165 199461165 NA NA
"9_234859346" "corn_B73_v5" 2 199464469 199464469 NA NA
"9_12647244" "corn_B73_v5" 2 199465581 199465581 NA NA
"9_12647304" "corn_B73_v5" 2 199465666 199465666 NA NA
"9_12647232" "corn_B73_v5" 2 199465782 199465782 NA NA
"9_12647319" "corn_B73_v5" 2 199465874 199465874 NA NA
"9_12647247" "corn_B73_v5" 2 199469336 199469336 NA NA
"9_12647359" "corn_B73_v5" 2 199469337 199469337 NA NA
"9_225757057" "corn_B73_v5" 2 199606755 199606755 NA NA
"9_225757058" "corn_B73_v5" 2 199606771 199606771 NA NA
"9_12647280" "corn_B73_v5" 2 199609652 199609652 NA NA
"9_234859928" "corn_B73_v5" 2 199609734 199609734 NA NA
"9_12654134" "corn_B73_v5" 2 199610005 199610005 NA NA
"9_234859885" "corn_B73_v5" 2 199610843 199610843 NA NA
"9_12651148" "corn_B73_v5" 2 199612995 199612995 NA NA
"9_12647308" "corn_B73_v5" 2 199679742 199679742 NA NA
"9_234860542" "corn_B73_v5" 2 199679988 199679988 NA NA
"9_12667923" "corn_B73_v5" 2 199703300 199703300 NA NA
"9_12647206" "corn_B73_v5" 2 199704091 199704091 NA NA
"9_12667924" "corn_B73_v5" 2 199903899 199903899 NA NA
"9_234861350" "corn_B73_v5" 2 200119545 200119545 NA NA
"9_12647366" "corn_B73_v5" 2 200119845 200119845 NA NA
"9_234861411" "corn_B73_v5" 2 200121234 200121234 NA NA
"9_234861419" "corn_B73_v5" 2 200121350 200121350 NA NA
"9_12647301" "corn_B73_v5" 2 200125868 200125868 NA NA
"9_234862029" "corn_B73_v5" 2 200454562 200454562 NA NA
"9_234862292" "corn_B73_v5" 2 200482406 200482406 NA NA
"9_234862378" "corn_B73_v5" 2 200538066 200538066 NA NA
"9_257367618" "corn_B73_v5" 2 200594081 200594081 NA NA
"9_234863102" "corn_B73_v5" 2 200694476 200694476 NA NA
"9_12651618" "corn_B73_v5" 2 200908222 200908222 NA NA
"9_12648583" "corn_B73_v5" 2 200915540 200915540 NA NA
"9_234949456" "corn_B73_v5" 2 200916677 200916677 NA NA
"9_234949415" "corn_B73_v5" 2 200920451 200920451 NA NA
"9_12648566" "corn_B73_v5" 2 200963631 200963631 NA NA
"9_12648409" "corn_B73_v5" 2 201157932 201157932 NA NA
"9_12670141" "corn_B73_v5" 2 201178124 201178124 2 115.2
"9_12670145" "corn_B73_v5" 2 201178294 201178294 NA NA
"9_12667377" "corn_B73_v5" 2 201178464 201178464 NA NA
"9_12632564" "corn_B73_v5" 2 201178609 201178609 2 124.5
"9_12651843" "corn_B73_v5" 2 201178681 201178681 NA NA
"9_12632563" "corn_B73_v5" 2 201178806 201178806 2 116.8
"9_12648585" "corn_B73_v5" 2 201178936 201178936 NA NA
"9_12648507" "corn_B73_v5" 2 201178972 201178972 NA NA
"9_12647272" "corn_B73_v5" 2 201436805 201436805 NA NA
"9_234863898" "corn_B73_v5" 2 201451731 201451731 NA NA
"9_12647216" "corn_B73_v5" 2 201455924 201455924 NA NA
"9_234864101" "corn_B73_v5" 2 201574924 201574924 NA NA
"9_234864118" "corn_B73_v5" 2 201575956 201575956 NA NA
"9_12647365" "corn_B73_v5" 2 201578703 201578703 2 117.6
"9_12647372" "corn_B73_v5" 2 201686213 201686213 NA NA
"9_12647335" "corn_B73_v5" 2 201788207 201788207 NA NA
"9_12647310" "corn_B73_v5" 2 201788229 201788229 NA NA
"9_12647168" "corn_B73_v5" 2 201850988 201850988 NA NA
"9_234864519" "corn_B73_v5" 2 201946882 201946882 NA NA
"9_234864527" "corn_B73_v5" 2 201947333 201947333 NA NA
"9_12667570" "corn_B73_v5" 2 201947971 201947971 2 117.7
"9_234864737" "corn_B73_v5" 2 202010796 202010796 NA NA
"9_234865142" "corn_B73_v5" 2 202088672 202088672 NA NA
"9_12647307" "corn_B73_v5" 2 202139089 202139089 NA NA
"9_234865344" "corn_B73_v5" 2 202139334 202139334 NA NA
"9_12647230" "corn_B73_v5" 2 202142821 202142821 NA NA
"9_12647143" "corn_B73_v5" 2 202172545 202172545 NA NA
"9_12647273" "corn_B73_v5" 2 202186121 202186121 2 111.9
"9_12647204" "corn_B73_v5" 2 202345204 202345204 NA NA
"9_12647332" "corn_B73_v5" 2 202345242 202345242 NA NA
"9_234867188" "corn_B73_v5" 2 202577068 202577068 NA NA
"9_12651133" "corn_B73_v5" 2 202583459 202583459 NA NA
"9_234867915" "corn_B73_v5" 2 202737392 202737392 NA NA
"9_234867917" "corn_B73_v5" 2 202737418 202737418 NA NA
"9_234867944" "corn_B73_v5" 2 202738228 202738228 NA NA
"9_12668290" "corn_B73_v5" 2 202741449 202741449 NA NA
"9_234868123" "corn_B73_v5" 2 202768082 202768082 NA NA
"9_234868255" "corn_B73_v5" 2 202800147 202800147 NA NA
"9_12647338" "corn_B73_v5" 2 202815460 202815460 NA NA
"9_12668023" "corn_B73_v5" 2 202820631 202820631 NA NA
"9_12647229" "corn_B73_v5" 2 202820711 202820711 NA NA
"9_12647150" "corn_B73_v5" 2 202820771 202820771 NA NA
"9_234868382" "corn_B73_v5" 2 202823493 202823493 NA NA
"9_12647184" "corn_B73_v5" 2 202955706 202955706 2 127.2
"9_222409052" "corn_B73_v5" 2 202997740 202997740 NA NA
"9_222647325" "corn_B73_v5" 2 202999180 202999180 NA NA
"9_222647098" "corn_B73_v5" 2 203002359 203002359 NA NA
"9_225736834" "corn_B73_v5" 2 203402876 203402876 NA NA
"9_234869823" "corn_B73_v5" 2 203406608 203406608 NA NA
"9_12647224" "corn_B73_v5" 2 203434708 203434708 NA NA
"9_234870241" "corn_B73_v5" 2 203519454 203519454 NA NA
"9_234870251" "corn_B73_v5" 2 203519580 203519580 NA NA
"9_234870259" "corn_B73_v5" 2 203519823 203519823 NA NA
"9_234870644" "corn_B73_v5" 2 203608935 203608935 NA NA
"9_12647306" "corn_B73_v5" 2 203751362 203751362 NA NA
"9_12647316" "corn_B73_v5" 2 203906559 203906559 NA NA
"9_12647625" "corn_B73_v5" 2 204124084 204124084 2 126.1
"9_12668029" "corn_B73_v5" 2 204126174 204126174 2 126.2
"9_12667950" "corn_B73_v5" 2 204126197 204126197 NA NA
"9_12647388" "corn_B73_v5" 2 204131228 204131228 NA NA
"9_12647461" "corn_B73_v5" 2 204131704 204131704 NA NA
"9_12647589" "corn_B73_v5" 2 204238232 204238232 2 127.2
"9_234872652" "corn_B73_v5" 2 204370137 204370137 NA NA
"9_234872674" "corn_B73_v5" 2 204370875 204370875 NA NA
"9_12647591" "corn_B73_v5" 2 204449169 204449169 NA NA
"9_12647433" "corn_B73_v5" 2 204605551 204605551 NA NA
"9_12669283" "corn_B73_v5" 2 204726758 204726758 NA NA
"9_12669078" "corn_B73_v5" 2 204730076 204730076 NA NA
"9_234873483" "corn_B73_v5" 2 204733251 204733251 NA NA
"9_234873657" "corn_B73_v5" 2 204936166 204936166 NA NA
"9_234873734" "corn_B73_v5" 2 205006274 205006274 NA NA
"9_12668306" "corn_B73_v5" 2 205082014 205082014 2 119.1
"9_12667041" "corn_B73_v5" 2 205200578 205200578 NA NA
"9_12667043" "corn_B73_v5" 2 205200679 205200679 NA NA
"9_12667044" "corn_B73_v5" 2 205200703 205200703 2 119.7
"9_12667042" "corn_B73_v5" 2 205200747 205200747 2 119.7
"9_12647501" "corn_B73_v5" 2 205279390 205279390 NA NA
"9_234875377" "corn_B73_v5" 2 205279927 205279927 NA NA
"9_12647396" "corn_B73_v5" 2 205281375 205281375 NA NA
"9_12668397" "corn_B73_v5" 2 205493286 205493286 2 120
"9_12647582" "corn_B73_v5" 2 205521456 205521456 NA NA
"9_12647616" "corn_B73_v5" 2 205526045 205526045 2 120.7
"9_12647416" "corn_B73_v5" 2 205554080 205554080 2 120.6
"9_222748340" "corn_B73_v5" 2 205755558 205755558 NA NA
"9_222748341" "corn_B73_v5" 2 205755626 205755626 NA NA
"9_222748349" "corn_B73_v5" 2 205756000 205756000 NA NA
"9_225751627" "corn_B73_v5" 2 205757633 205757633 NA NA
"9_234876739" "corn_B73_v5" 2 205783749 205783749 NA NA
"9_225727112" "corn_B73_v5" 2 205788998 205788998 NA NA
"9_234877034" "corn_B73_v5" 2 205794153 205794153 NA NA
"9_234878199" "corn_B73_v5" 2 206051473 206051473 NA NA
"9_234878226" "corn_B73_v5" 2 206052785 206052785 NA NA
"9_12647630" "corn_B73_v5" 2 206057082 206057082 2 120.1
"9_234878359" "corn_B73_v5" 2 206058322 206058322 NA NA
"9_12647624" "corn_B73_v5" 2 206084068 206084068 NA NA
"9_12647548" "corn_B73_v5" 2 206148138 206148138 NA NA
"9_234879295" "corn_B73_v5" 2 206158290 206158290 NA NA
"9_12647463" "corn_B73_v5" 2 206302320 206302320 NA NA
"9_234880313" "corn_B73_v5" 2 206416491 206416491 NA NA
"9_12660101" "corn_B73_v5" 2 206484038 206484038 2 130.5
"9_12647632" "corn_B73_v5" 2 206484150 206484150 NA NA
"9_12647429" "corn_B73_v5" 2 206681101 206681101 2 120.7
"9_12647502" "corn_B73_v5" 2 206684181 206684181 2 131.8
"9_234881098" "corn_B73_v5" 2 206687575 206687575 NA NA
"9_12647631" "corn_B73_v5" 2 207060187 207060187 NA NA
"9_12647508" "corn_B73_v5" 2 207362958 207362958 2 131.8
"9_12647529" "corn_B73_v5" 2 207420095 207420095 NA NA
"9_12647511" "corn_B73_v5" 2 207420102 207420102 NA NA
"9_12647585" "corn_B73_v5" 2 207534475 207534475 NA NA
"9_12647556" "corn_B73_v5" 2 207535596 207535596 NA NA
"9_12647422" "corn_B73_v5" 2 207845895 207845895 NA NA
"9_12647453" "corn_B73_v5" 2 207897011 207897011 NA NA
"9_12647389" "corn_B73_v5" 2 207897727 207897727 NA NA
"9_12647403" "corn_B73_v5" 2 207900599 207900599 NA NA
"9_12647623" "corn_B73_v5" 2 207900726 207900726 NA NA
"9_12647554" "corn_B73_v5" 2 208060160 208060160 NA NA
"9_12647516" "corn_B73_v5" 2 208242733 208242733 NA NA
"9_12647552" "corn_B73_v5" 2 208259360 208259360 NA NA
"9_12647443" "corn_B73_v5" 2 208263310 208263310 NA NA
"9_12647546" "corn_B73_v5" 2 208314037 208314037 NA NA
"9_12668924" "corn_B73_v5" 2 208318140 208318140 NA NA
"9_12668299" "corn_B73_v5" 2 208318974 208318974 NA NA
"9_12668200" "corn_B73_v5" 2 208319812 208319812 NA NA
"9_12668162" "corn_B73_v5" 2 208320014 208320014 NA NA
"9_12668263" "corn_B73_v5" 2 208321122 208321122 NA NA
"9_12668313" "corn_B73_v5" 2 208321252 208321252 NA NA
"9_234883725" "corn_B73_v5" 2 208436851 208436851 NA NA
"9_12647519" "corn_B73_v5" 2 208467177 208467177 NA NA
"9_12647517" "corn_B73_v5" 2 208530184 208530184 NA NA
"9_234884026" "corn_B73_v5" 2 208550676 208550676 NA NA
"9_234884053" "corn_B73_v5" 2 208589356 208589356 NA NA
"9_234884314" "corn_B73_v5" 2 208616465 208616465 NA NA
"9_234884741" "corn_B73_v5" 2 208802913 208802913 NA NA
"9_12633505" "corn_B73_v5" 2 208921701 208921701 2 124
"9_12671161" "corn_B73_v5" 2 208921993 208921993 NA NA
"9_12671172" "corn_B73_v5" 2 208922216 208922216 NA NA
"9_12671490" "corn_B73_v5" 2 208922932 208922932 2 128.1
"9_12671482" "corn_B73_v5" 2 208923018 208923018 2 120.4
"9_12671485" "corn_B73_v5" 2 208923172 208923172 NA NA
"9_12632843" "corn_B73_v5" 2 208958688 208958688 2 128
"9_12632850" "corn_B73_v5" 2 208958742 208958742 2 131.1
"9_12632853" "corn_B73_v5" 2 208958876 208958876 2 128.9
"9_67925055" "corn_B73_v5" 2 208958927 208958927 NA NA
"9_12632848" "corn_B73_v5" 2 208958944 208958944 NA NA
"9_12632846" "corn_B73_v5" 2 208959043 208959043 2 120.4
"9_12647467" "corn_B73_v5" 2 209071676 209071676 NA NA
"9_12658393" "corn_B73_v5" 2 209380670 209380670 NA NA
"9_12647450" "corn_B73_v5" 2 209383781 209383781 NA NA
"9_12647391" "corn_B73_v5" 2 209393476 209393476 NA NA
"9_12647459" "corn_B73_v5" 2 209393517 209393517 NA NA
"9_12647394" "corn_B73_v5" 2 209468457 209468457 NA NA
"9_12647464" "corn_B73_v5" 2 209562239 209562239 2 129.3
"9_234887262" "corn_B73_v5" 2 209562837 209562837 NA NA
"9_12647629" "corn_B73_v5" 2 209563028 209563028 NA NA
"9_12651342" "corn_B73_v5" 2 209565941 209565941 NA NA
"9_23542809" "corn_B73_v5" 2 209566013 209566013 NA NA
"9_12651229" "corn_B73_v5" 2 209566161 209566161 NA NA
"9_12668258" "corn_B73_v5" 2 209611195 209611195 2 122.6
"9_12647547" "corn_B73_v5" 2 209613290 209613290 NA NA
"9_12647579" "corn_B73_v5" 2 209692037 209692037 NA NA
"9_12647498" "corn_B73_v5" 2 209692248 209692248 NA NA
"9_12647419" "corn_B73_v5" 2 209878913 209878913 NA NA
"9_258190816" "corn_B73_v5" 2 209880305 209880305 NA NA
"9_234888757" "corn_B73_v5" 2 209888209 209888209 NA NA
"9_12647609" "corn_B73_v5" 2 210135806 210135806 NA NA
"9_12647490" "corn_B73_v5" 2 210141870 210141870 NA NA
"9_23542834" "corn_B73_v5" 2 210148578 210148578 NA NA
"9_234889472" "corn_B73_v5" 2 210210109 210210109 NA NA
"9_234889653" "corn_B73_v5" 2 210214633 210214633 NA NA
"9_12647486" "corn_B73_v5" 2 210224797 210224797 NA NA
"9_12647489" "corn_B73_v5" 2 210248045 210248045 NA NA
"9_12647576" "corn_B73_v5" 2 210259294 210259294 NA NA
"9_12670042" "corn_B73_v5" 2 210339585 210339585 2 131.8
"9_12670047" "corn_B73_v5" 2 210339639 210339639 NA NA
"9_12670044" "corn_B73_v5" 2 210339677 210339677 NA NA
"9_12671271" "corn_B73_v5" 2 210340163 210340163 2 127
"9_12671269" "corn_B73_v5" 2 210340311 210340311 2 127.6
"9_12665263" "corn_B73_v5" 2 210343829 210343829 NA NA
"9_12665265" "corn_B73_v5" 2 210343853 210343853 2 125.2
"9_12665262" "corn_B73_v5" 2 210343924 210343924 2 120.7
"9_12647575" "corn_B73_v5" 2 210400890 210400890 NA NA
"9_12647543" "corn_B73_v5" 2 210450528 210450528 2 127.2
"9_12664447" "corn_B73_v5" 2 210450609 210450609 2 122.7
"9_12664445" "corn_B73_v5" 2 210450642 210450642 NA NA
"9_12647385" "corn_B73_v5" 2 210450702 210450702 2 124
"9_12664446" "corn_B73_v5" 2 210450762 210450762 NA NA
"9_234891596" "corn_B73_v5" 2 210617107 210617107 NA NA
"9_12663442" "corn_B73_v5" 2 210644483 210644483 2 125.1
"9_12663445" "corn_B73_v5" 2 210644585 210644585 NA NA
"9_12663446" "corn_B73_v5" 2 210644983 210644983 NA NA
"9_12663443" "corn_B73_v5" 2 210645050 210645050 2 129.3
"9_12663447" "corn_B73_v5" 2 210645095 210645095 2 128.2
"9_12663444" "corn_B73_v5" 2 210645117 210645117 NA NA
"9_234891907" "corn_B73_v5" 2 210674155 210674155 NA NA
"9_12647468" "corn_B73_v5" 2 210715810 210715810 NA NA
"9_12647455" "corn_B73_v5" 2 210749750 210749750 NA NA
"9_12661779" "corn_B73_v5" 2 210827348 210827348 2 122.7
"9_12661782" "corn_B73_v5" 2 210827693 210827693 2 122.7
"9_12661783" "corn_B73_v5" 2 210827804 210827804 2 130.2
"9_234892826" "corn_B73_v5" 2 210828345 210828345 NA NA
"9_12647412" "corn_B73_v5" 2 210917373 210917373 NA NA
"9_12647509" "corn_B73_v5" 2 211005378 211005378 NA NA
"9_234893611" "corn_B73_v5" 2 211044084 211044084 NA NA
"9_256445971" "corn_B73_v5" 2 211047486 211047486 NA NA
"9_234893895" "corn_B73_v5" 2 211050571 211050571 NA NA
"9_12647603" "corn_B73_v5" 2 211058689 211058689 NA NA
"9_12669796" "corn_B73_v5" 2 211060506 211060506 NA NA
"9_12669783" "corn_B73_v5" 2 211060594 211060594 2 129.3
"9_234894331" "corn_B73_v5" 2 211158404 211158404 NA NA
"9_234894359" "corn_B73_v5" 2 211159449 211159449 NA NA
"9_12647594" "corn_B73_v5" 2 211285226 211285226 NA NA
"9_12647578" "corn_B73_v5" 2 211484260 211484260 NA NA
"9_234895158" "corn_B73_v5" 2 211487573 211487573 NA NA
"9_12647471" "corn_B73_v5" 2 211487826 211487826 NA NA
"9_12647549" "corn_B73_v5" 2 211488401 211488401 NA NA
"9_12647528" "corn_B73_v5" 2 211488706 211488706 NA NA
"9_12647483" "corn_B73_v5" 2 211488793 211488793 NA NA
"9_234895321" "corn_B73_v5" 2 211491392 211491392 NA NA
"9_12665717" "corn_B73_v5" 2 211533559 211533559 2 127.1
"9_12665719" "corn_B73_v5" 2 211533567 211533567 2 127.2
"9_12665720" "corn_B73_v5" 2 211533635 211533635 NA NA
"9_12665722" "corn_B73_v5" 2 211533646 211533646 2 130.6
"9_12665721" "corn_B73_v5" 2 211533691 211533691 2 130.7
"9_234895740" "corn_B73_v5" 2 211594147 211594147 NA NA
"9_12647514" "corn_B73_v5" 2 211638015 211638015 2 127.9
"9_222650072" "corn_B73_v5" 2 211714746 211714746 NA NA
"9_226831306" "corn_B73_v5" 2 211814520 211814520 NA NA
"9_226831308" "corn_B73_v5" 2 211814576 211814576 NA NA
"9_225865142" "corn_B73_v5" 2 211818747 211818747 NA NA
"9_225865143" "corn_B73_v5" 2 211818759 211818759 NA NA
"9_225865145" "corn_B73_v5" 2 211819006 211819006 NA NA
"9_225865147" "corn_B73_v5" 2 211819028 211819028 NA NA
"9_226323363" "corn_B73_v5" 2 211870414 211870414 NA NA
"9_226323397" "corn_B73_v5" 2 211870756 211870756 NA NA
"9_226356166" "corn_B73_v5" 2 211903268 211903268 NA NA
"9_226356167" "corn_B73_v5" 2 211903742 211903742 NA NA
"9_226356179" "corn_B73_v5" 2 211904310 211904310 NA NA
"9_226356193" "corn_B73_v5" 2 211905217 211905217 NA NA
"9_226356220" "corn_B73_v5" 2 211905413 211905413 NA NA
"9_12667440" "corn_B73_v5" 2 212408180 212408180 2 131.1
"9_234896602" "corn_B73_v5" 2 212538797 212538797 NA NA
"9_12647557" "corn_B73_v5" 2 212550256 212550256 NA NA
"9_234896653" "corn_B73_v5" 2 212550315 212550315 NA NA
"9_234896717" "corn_B73_v5" 2 212552038 212552038 NA NA
"9_12647714" "corn_B73_v5" 2 212556906 212556906 NA NA
"9_234897244" "corn_B73_v5" 2 212686615 212686615 NA NA
"9_12647671" "corn_B73_v5" 2 212739967 212739967 NA NA
"9_256958249" "corn_B73_v5" 2 212765103 212765103 NA NA
"9_12647678" "corn_B73_v5" 2 212766470 212766470 NA NA
"9_12647773" "corn_B73_v5" 2 212790054 212790054 NA NA
"9_234898196" "corn_B73_v5" 2 212794836 212794836 NA NA
"9_12647758" "corn_B73_v5" 2 212909913 212909913 NA NA
"9_12647836" "corn_B73_v5" 2 212951583 212951583 NA NA
"9_12647812" "corn_B73_v5" 2 212955789 212955789 NA NA
"9_12647786" "corn_B73_v5" 2 212955926 212955926 NA NA
"9_234899035" "corn_B73_v5" 2 213060487 213060487 NA NA
"9_234899132" "corn_B73_v5" 2 213062650 213062650 NA NA
"9_12647821" "corn_B73_v5" 2 213063650 213063650 NA NA
"9_234899434" "corn_B73_v5" 2 213096034 213096034 NA NA
"9_234899517" "corn_B73_v5" 2 213102131 213102131 NA NA
"9_12647679" "corn_B73_v5" 2 213102720 213102720 NA NA
"9_234899860" "corn_B73_v5" 2 213304515 213304515 NA NA
"9_234899861" "corn_B73_v5" 2 213304643 213304643 NA NA
"9_12647738" "corn_B73_v5" 2 213305875 213305875 NA NA
"9_234900009" "corn_B73_v5" 2 213307432 213307432 NA NA
"9_234900284" "corn_B73_v5" 2 213338816 213338816 NA NA
"9_234900286" "corn_B73_v5" 2 213338874 213338874 NA NA
"9_12647856" "corn_B73_v5" 2 213473067 213473067 NA NA
"9_234900831" "corn_B73_v5" 2 213474552 213474552 NA NA
"9_12647666" "corn_B73_v5" 2 213710225 213710225 NA NA
"9_234901432" "corn_B73_v5" 2 213713327 213713327 NA NA
"9_234901435" "corn_B73_v5" 2 213713607 213713607 NA NA
"9_12647872" "corn_B73_v5" 2 213741544 213741544 NA NA
"9_12647700" "corn_B73_v5" 2 213753609 213753609 NA NA
"9_12647719" "corn_B73_v5" 2 213753615 213753615 NA NA
"9_12647706" "corn_B73_v5" 2 213898512 213898512 NA NA
"9_12647849" "corn_B73_v5" 2 214011055 214011055 NA NA
"9_12632325" "corn_B73_v5" 2 214019784 214019784 NA NA
"9_12632326" "corn_B73_v5" 2 214019921 214019921 NA NA
"9_12632330" "corn_B73_v5" 2 214019996 214019996 2 130.2
"9_12632328" "corn_B73_v5" 2 214020016 214020016 2 130.2
"9_12647667" "corn_B73_v5" 2 214020510 214020510 NA NA
"9_12647691" "corn_B73_v5" 2 214020511 214020511 NA NA
"9_12647818" "corn_B73_v5" 2 214020676 214020676 NA NA
"9_12647670" "corn_B73_v5" 2 214020677 214020677 NA NA
"9_12647735" "corn_B73_v5" 2 214082917 214082917 NA NA
"9_234902428" "corn_B73_v5" 2 214090040 214090040 NA NA
"9_234902572" "corn_B73_v5" 2 214112847 214112847 NA NA
"9_234902620" "corn_B73_v5" 2 214114539 214114539 NA NA
"9_234902635" "corn_B73_v5" 2 214114855 214114855 NA NA
"9_234902748" "corn_B73_v5" 2 214128554 214128554 NA NA
"9_12647866" "corn_B73_v5" 2 214210371 214210371 NA NA
"9_234903146" "corn_B73_v5" 2 214211886 214211886 NA NA
"9_257506287" "corn_B73_v5" 2 214232982 214232982 NA NA
"9_12665216" "corn_B73_v5" 2 214236001 214236001 2 131.8
"9_12665213" "corn_B73_v5" 2 214236084 214236084 2 131.4
"9_12665215" "corn_B73_v5" 2 214236535 214236535 2 132.1
"9_12647760" "corn_B73_v5" 2 214431080 214431080 NA NA
"9_12633324" "corn_B73_v5" 2 214452836 214452836 2 130.7
"9_12647652" "corn_B73_v5" 2 214654949 214654949 NA NA
"9_12647747" "corn_B73_v5" 2 214659719 214659719 NA NA
"9_234904420" "corn_B73_v5" 2 214665993 214665993 NA NA
"9_234904446" "corn_B73_v5" 2 214666519 214666519 NA NA
"9_234904470" "corn_B73_v5" 2 214666836 214666836 NA NA
"9_257506311" "corn_B73_v5" 2 214779698 214779698 NA NA
"9_12668519" "corn_B73_v5" 2 214996057 214996057 NA NA
"9_234905230" "corn_B73_v5" 2 215002458 215002458 NA NA
"9_234905132" "corn_B73_v5" 2 215004502 215004502 NA NA
"9_234905046" "corn_B73_v5" 2 215006280 215006280 NA NA
"9_222648902" "corn_B73_v5" 2 215033039 215033039 NA NA
"9_234905648" "corn_B73_v5" 2 215036072 215036072 NA NA
"9_234905670" "corn_B73_v5" 2 215036557 215036557 NA NA
"9_12647709" "corn_B73_v5" 2 215037035 215037035 2 122.8
"9_12661706" "corn_B73_v5" 2 215345385 215345385 2 131.1
"9_12647865" "corn_B73_v5" 2 215354060 215354060 NA NA
"9_12647850" "corn_B73_v5" 2 215354189 215354189 NA NA
"9_12647854" "corn_B73_v5" 2 215393468 215393468 NA NA
"9_12647776" "corn_B73_v5" 2 215426743 215426743 NA NA
"9_12647645" "corn_B73_v5" 2 215431812 215431812 NA NA
"9_12647874" "corn_B73_v5" 2 215435820 215435820 NA NA
"9_234907758" "corn_B73_v5" 2 215615962 215615962 NA NA
"9_234907791" "corn_B73_v5" 2 215617500 215617500 NA NA
"9_12647704" "corn_B73_v5" 2 215618235 215618235 NA NA
"9_234907838" "corn_B73_v5" 2 215619469 215619469 NA NA
"9_12647805" "corn_B73_v5" 2 215759961 215759961 NA NA
"9_12647665" "corn_B73_v5" 2 215821542 215821542 NA NA
"9_234908589" "corn_B73_v5" 2 215846313 215846313 NA NA
"9_257506387" "corn_B73_v5" 2 215935249 215935249 NA NA
"9_12647763" "corn_B73_v5" 2 215951722 215951722 NA NA
"9_234908941" "corn_B73_v5" 2 215952226 215952226 NA NA
"9_234909100" "corn_B73_v5" 2 215957664 215957664 NA NA
"9_234909124" "corn_B73_v5" 2 215959724 215959724 NA NA
"9_234909590" "corn_B73_v5" 2 216095477 216095477 NA NA
"9_234909626" "corn_B73_v5" 2 216096040 216096040 NA NA
"9_234909633" "corn_B73_v5" 2 216096257 216096257 NA NA
"9_234909655" "corn_B73_v5" 2 216097066 216097066 NA NA
"9_234909685" "corn_B73_v5" 2 216097988 216097988 NA NA
"9_234909695" "corn_B73_v5" 2 216098194 216098194 NA NA
"9_12647785" "corn_B73_v5" 2 216101015 216101015 NA NA
"9_12612713" "corn_B73_v5" 2 216107054 216107054 2 134.4
"9_12632338" "corn_B73_v5" 2 216107467 216107467 2 131.8
"9_12632336" "corn_B73_v5" 2 216107742 216107742 NA NA
"9_12612715" "corn_B73_v5" 2 216108046 216108046 NA NA
"9_12612714" "corn_B73_v5" 2 216108173 216108173 NA NA
"9_12612708" "corn_B73_v5" 2 216109023 216109023 NA NA
"9_12612703" "corn_B73_v5" 2 216109224 216109224 NA NA
"9_12612709" "corn_B73_v5" 2 216109386 216109386 NA NA
"9_12647783" "corn_B73_v5" 2 216165705 216165705 NA NA
"9_12647664" "corn_B73_v5" 2 216179203 216179203 NA NA
"9_234910473" "corn_B73_v5" 2 216345444 216345444 NA NA
"9_12647720" "corn_B73_v5" 2 216482902 216482902 NA NA
"9_234911494" "corn_B73_v5" 2 216660227 216660227 NA NA
"9_12647729" "corn_B73_v5" 2 216661922 216661922 NA NA
"9_12647816" "corn_B73_v5" 2 216662044 216662044 NA NA
"9_12647715" "corn_B73_v5" 2 216672208 216672208 2 132.1
"9_12647644" "corn_B73_v5" 2 216743236 216743236 NA NA
"9_12633847" "corn_B73_v5" 2 216746508 216746508 2 134.1
"9_12633846" "corn_B73_v5" 2 216746724 216746724 2 91.8
"9_12647803" "corn_B73_v5" 2 216871649 216871649 2 132.5
"9_234912203" "corn_B73_v5" 2 216875526 216875526 NA NA
"9_234912222" "corn_B73_v5" 2 216876128 216876128 NA NA
"9_23810066" "corn_B73_v5" 2 216915534 216915534 NA NA
"9_234912925" "corn_B73_v5" 2 217107279 217107279 NA NA
"9_12647871" "corn_B73_v5" 2 217108180 217108180 NA NA
"9_234912967" "corn_B73_v5" 2 217108829 217108829 NA NA
"9_234912968" "corn_B73_v5" 2 217108854 217108854 NA NA
"9_234913281" "corn_B73_v5" 2 217182852 217182852 NA NA
"9_12651513" "corn_B73_v5" 2 217264737 217264737 NA NA
"9_12647759" "corn_B73_v5" 2 217322528 217322528 2 132.5
"9_23810737" "corn_B73_v5" 2 217417861 217417861 NA NA
"9_234914116" "corn_B73_v5" 2 217438466 217438466 NA NA
"9_12647784" "corn_B73_v5" 2 217541540 217541540 NA NA
"9_234187252" "corn_B73_v5" 2 217575738 217575738 NA NA
"9_12647749" "corn_B73_v5" 2 217646103 217646103 NA NA
"9_12647689" "corn_B73_v5" 2 217661704 217661704 NA NA
"9_12647787" "corn_B73_v5" 2 217662481 217662481 NA NA
"9_12647801" "corn_B73_v5" 2 217673102 217673102 NA NA
"9_234915263" "corn_B73_v5" 2 217747328 217747328 NA NA
"9_12647831" "corn_B73_v5" 2 217751152 217751152 NA NA
"9_12632783" "corn_B73_v5" 2 217816592 217816592 NA NA
"9_12632680" "corn_B73_v5" 2 217818201 217818201 NA NA
"9_12632682" "corn_B73_v5" 2 217818344 217818344 2 154
"9_12647696" "corn_B73_v5" 2 217946382 217946382 NA NA
"9_234916076" "corn_B73_v5" 2 217947024 217947024 NA NA
